,SideA.Date,SideA.ViewData.Accounting Net Amount,SideA.ViewData.Age,SideA.ViewData.Age WK,SideA.ViewData.Asset Type Category,SideA.ViewData.Base Net Amount,SideA.ViewData.BreakID_A_side,SideA.ViewData.CUSIP,SideA.ViewData.Cancel Amount,SideA.ViewData.Cancel Flag,SideA.ViewData.Currency,SideA.ViewData.B-P Net Amount,SideA.ViewData.Custodian,SideA.ViewData.Custodian Account,SideA.ViewData.Description,SideA.ViewData.Fund,SideA.ViewData.ISIN,SideA.ViewData.Investment Type,SideA.ViewData.Mapped Custodian Account,SideA.ViewData.Net Amount Difference,SideA.ViewData.Net Amount Difference Absolute,SideA.ViewData.Price,SideA.ViewData.Prime Broker,SideA.ViewData.Quantity,SideA.ViewData.SEDOL,SideA.ViewData.SPM ID,SideA.ViewData.Settle Date,SideA.ViewData.Side0_UniqueIds,SideA.ViewData.Side1_UniqueIds,SideA.ViewData.Status,SideA.ViewData.Ticker,SideA.ViewData.Trade Date,SideA.ViewData.Transaction Category,SideA.ViewData.Transaction Type,SideA.ViewData.Underlying Cusip,SideA.ViewData.Underlying ISIN,SideA.ViewData.Underlying Investment ID,SideA.ViewData.Underlying Sedol,SideA.ViewData._ID,SideA.filter_key,SideB.Date,SideB.ViewData.Accounting Net Amount,SideB.ViewData.Age,SideB.ViewData.Age WK,SideB.ViewData.Asset Type Category,SideB.ViewData.Base Net Amount,SideB.ViewData.BreakID_B_side,SideB.ViewData.CUSIP,SideB.ViewData.Cancel Amount,SideB.ViewData.Cancel Flag,SideB.ViewData.Currency,SideB.ViewData.B-P Net Amount,SideB.ViewData.Custodian,SideB.ViewData.Custodian Account,SideB.ViewData.Description,SideB.ViewData.Fund,SideB.ViewData.ISIN,SideB.ViewData.Investment Type,SideB.ViewData.Mapped Custodian Account,SideB.ViewData.Net Amount Difference,SideB.ViewData.Net Amount Difference Absolute,SideB.ViewData.Price,SideB.ViewData.Prime Broker,SideB.ViewData.Quantity,SideB.ViewData.SEDOL,SideB.ViewData.SPM ID,SideB.ViewData.Settle Date,SideB.ViewData.Side0_UniqueIds,SideB.ViewData.Side1_UniqueIds,SideB.ViewData.Status,SideB.ViewData.Ticker,SideB.ViewData.Trade Date,SideB.ViewData.Transaction Category,SideB.ViewData.Transaction Type,SideB.ViewData.Underlying Cusip,SideB.ViewData.Underlying ISIN,SideB.ViewData.Underlying Investment ID,SideB.ViewData.Underlying Sedol,SideB.ViewData._ID,SideB.filter_key,duplicate_flag,filter_key,label,SideA.ISIN_NA,SideB.ISIN_NA,ISIN_match,CUSIP_match,Currency_match,Trade_Date_match,Settle_Date_match,Fund_match,Amount_diff_1,Amount_diff_2,Trade_date_diff,Settle_date_diff,SideA.ViewData.Asset Category Type,SideB.ViewData.Asset Category Type,SideB.ViewData.key_NAN,SideB.ViewData.Common_key,SideA.ViewData.key_NAN,SideA.ViewData.Common_key,All_key_nan,new_key_match,ViewData.Combined Transaction Type,ViewData.Combined Fund,open_key,amount_percent,Combined_Investment_Type,Combined_Asset_Type_Category,SideA.TType,SideB.TType,abs_amount_flag
3086,2020-03-03,,0,0.0,stif,,1161144727.0,X9USDLLEC,0.0,,USD,16308.81,BNY,729034,COLLECTIVE US GOVT STIF 15 BPS,PG&E,X9X9USDLLEC3,it,OKMF86474002,16308.81,16308.81,0.0,bny,,9A21VY5,,03-03-2020,nan,85_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cde2,"Advent Geneva,The Bank of New York MellonOKMF86474002USD",2020-03-04,16308.81,0.0,0.0,nan,,1163780288.0,nan,16308.81,0.0,USD,,PG&E,OKMF86474002,U.S. DOLLARS,PG&E,nan,cash,OKMF86474002,-16308.81,16308.81,,bny,0.0,,,03-03-2020,25_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c8583f1,"Advent Geneva,The Bank of New York MellonOKMF86474002USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,1,,0.0,0.0,0,stif,,1,NA,0,X9X9USDLLEC3,0,0,stif intereststif interest,PG&EPG&E,25_379767787_Advent Geneva85_379766022_The Bank of New York Mellon,100.0,itcash,stif,Non-Trade,Non-Trade,0
3087,2020-03-03,,0,0.0,stif,,1161144624.0,X9USDFIIN,0.0,,USD,1332.04,BNY,729820,FIDELITY INVESTMENT MM GOV 1 57,PG&EVEBA,X9X9USDFIIN9,dv,OKMF86474102,1332.04,1332.04,0.0,bny,,9A0W3JI,,03-03-2020,nan,93_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cdb3,"Advent Geneva,The Bank of New York MellonOKMF86474102USD",2020-03-04,1332.04,0.0,0.0,nan,,1163780348.0,nan,1332.04,0.0,USD,,PG&E VEBA,OKMF86474102,U.S. DOLLARS,PG&EVEBA,nan,cash,OKMF86474102,-1332.04,1332.04,,bny,0.0,,,03-03-2020,27_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c858430,"Advent Geneva,The Bank of New York MellonOKMF86474102USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,1,,0.0,0.0,0,stif,,1,NA,0,X9X9USDFIIN9,0,0,stif intereststif interest,PG&EVEBAPG&EVEBA,27_379767787_Advent Geneva93_379766022_The Bank of New York Mellon,100.0,dvcash,stif,Non-Trade,Non-Trade,0
3088,2020-03-03,,0,0.0,nan,,1162111510.0,nan,0.0,,USD,-3233.3,BNY WM,10260196019,CASH DISBURSEMENT PAID TO ACCOUNT # 10260740022 TRANSFER TO ANOTHER ACCOUNT DAILY INCOME,10260196019,nan,,OKMF86483402,-3233.3,3233.3,,bny wm,,,,03-03-2020,nan,1_379766906_BNY Wealth MGMT,OB,,03-03-2020,nan,transfer,,,,,5e5f8e7315545815107dc46b,"Advent Geneva,BNY Wealth MGMTOKMF86483402USD",2020-03-04,-3233.3,0.0,0.0,nan,,1164877003.0,nan,-3233.3,0.0,USD,,RK Mellon,OKMF86483402,,RKMellon,nan,,OKMF86483402,3233.3,3233.3,,bny,-3233.3,,,03-03-2020,12_379768635_Advent Geneva,nan,OB,,03-03-2020,nan,withdraw,,,,,5e60d0d3155458265c9b9a2d,"Advent Geneva,BNY Wealth MGMTOKMF86483402USD",0.0,,UMR_One_to_One,1,1,1,1,1,1,1,0,,0.0,0.0,0,,,1,NA,1,NA,1,0,transferwithdraw,10260196019RKMellon,12_379768635_Advent Geneva1_379766906_BNY Wealth MGMT,100.0,,,Non-Trade,Non-Trade,0
3089,2020-03-03,,0,0.0,stif,,1161144653.0,X9USDECTI,0.0,,USD,6.67,BNY,943950,COLLECTIVE US GOVT STIF 7 BPS,943950,X9X9USDECTI2,it,OKMF86502802,6.67,6.67,0.0,bny,,9A21VWQ,,03-03-2020,nan,123_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cdd2,"Advent Geneva,The Bank of New York MellonOKMF86502802USD",2020-03-04,6.67,0.0,0.0,nan,,1163780284.0,nan,6.67,0.0,USD,,San Fran_Liq,OKMF86502802,U.S. DOLLARS,SanFran_Liq,nan,cash,OKMF86502802,-6.67,6.67,,nt,0.0,,,03-03-2020,54_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c8583eb,"Advent Geneva,The Bank of New York MellonOKMF86502802USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,0,,0.0,0.0,0,stif,,1,NA,0,X9X9USDECTI2,0,0,stif intereststif interest,943950SanFran_Liq,54_379767787_Advent Geneva123_379766022_The Bank of New York Mellon,100.0,itcash,stif,Non-Trade,Non-Trade,0
3090,2020-03-03,,0,0.0,stif,,1161144674.0,X9USDEBTI,0.0,,USD,29380.24,BNY,959692,EB TEMPORARY INVESTMENT FEE CL 15,WCTPT,X9X9USDEBTI4,it,OKMF86487002,29380.24,29380.24,0.0,bny,,9A1FT0B,,03-03-2020,nan,133_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cdb1,"Advent Geneva,The Bank of New York MellonOKMF86487002USD",2020-03-04,29380.24,0.0,0.0,nan,,1163780324.0,nan,29380.24,0.0,USD,,WCTPT,OKMF86487002,U.S. DOLLARS,WCTPT,nan,cash,OKMF86487002,-29380.24,29380.24,,bny,0.0,,,03-03-2020,92_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c858437,"Advent Geneva,The Bank of New York MellonOKMF86487002USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,1,,0.0,0.0,0,stif,,1,NA,0,X9X9USDEBTI4,0,0,stif intereststif interest,WCTPTWCTPT,92_379767787_Advent Geneva133_379766022_The Bank of New York Mellon,100.0,itcash,stif,Non-Trade,Non-Trade,0
3091,2020-03-04,,0,0.0,cash equivalent,,1164138887.0,nan,0.0,,USD,1137.19,NYC-POLICE-OAKTREE,N2GN,N2GN BANK LOAN CASH FLOW,N2GN,nan,,OKMF86500802,1137.19,1137.19,,ss,0.0,,,03-04-2020,nan,169_379767945_State Street,OB,,03-04-2020,n2gn bank loan cash flow,internal trans,,,,,5e60aafa15545817dcd71aa4,"Advent Geneva,State StreetOKMF86500802USD",2020-02-28,1137.19,0.0,0.0,nan,,1156087994.0,89364MBR4,1137.19,0.0,USD,,NYC Police,OKMF86500802,cc.Transdigm Inc TL-F L+2.25% (FL: 0.00%) 12/31/25 (USD).Contract1,N2GN,US89364MBR43,bank debt (term loan),OKMF86500802,-1137.19,1137.19,,ss,,,,02-28-2020,261_379762554_Advent Geneva,nan,OB,LX185459,02-28-2020,nan,interest,,,,,5e5cc65a15545803446a9ea5,"Advent Geneva,State StreetOKMF86500802USD",0.0,,UMR_One_to_One,1,0,0,0,1,0,0,1,,0.0,5.0,5,cash equivalent,,0,US89364MBR43,1,NA,0,0,internal transinterest,N2GNN2GN,261_379762554_Advent Geneva169_379767945_State Street,100.0,bank debt (term loan),cash equivalent,Non-Trade,Non-Trade,0
3092,2020-03-04,,0,0.0,nan,,1164909262.0,nan,0.0,,EUR,93653.44,CS,1268426-42,"Custody account withdrawal ,100,000 4.125 WMG 24 NTS -S",WhiteFleetII,nan,,"OKMF86462002,OKMF86502902",93653.44,93653.44,,cs,,,,03-02-2020,nan,10_379768671_Credit Suisse,OB,,03-02-2020,nan,withdrawal,,,,,5e60d4ec1554582b00896d94,"Advent Geneva,Credit SuisseOKMF86462002,OKMF86502902EUR",2020-03-04,93653.44,0.0,0.0,nan,,1164909253.0,nan,93653.44,0.0,EUR,,White Fleet II,OKMF86462002,WMG Acquisition Corp Sr Sec Reg S 4.125% 11/01/2024 Callable  (EUR),WhiteFleetII,XS1505573995,fixed rate bonds,"OKMF86462002,OKMF86502902",-93653.44,93653.44,,cs,90000.0,BD3D7F0,,03-04-2020,5_379768671_Advent Geneva,nan,OB,,03-02-2020,nan,sell,,,,,5e60d4ec1554582b00896d88,"Advent Geneva,Credit SuisseOKMF86462002,OKMF86502902EUR",0.0,,UMR_One_to_One,1,0,0,1,1,1,0,1,,0.0,0.0,-2,,,0,XS1505573995,1,NA,0,0,withdrawalsell,WhiteFleetIIWhiteFleetII,5_379768671_Advent Geneva10_379768671_Credit Suisse,100.0,fixed rate bonds,,Non-Trade,Trade,0
3093,2020-03-04,,0,0.0,nan,,1164909263.0,nan,0.0,,USD,4462.5,CS,1268426-42,"Interest payment ,140,000 6.375 PRE24NTS-144A",WhiteFleetII,nan,,"OKMF86462002,OKMF86502902",4462.5,4462.5,,cs,,,,03-05-2020,nan,1_379768671_Credit Suisse,OB,,03-05-2020,nan,interest,,,,,5e60d4ec1554582b00896d95,"Advent Geneva,Credit SuisseOKMF86462002,OKMF86502902USD",2020-03-02,4462.5,0.0,0.0,nan,,1158435181.0,74112BAK1,4462.5,0.0,USD,,White Fleet II,OKMF86502902,Prestige Brands Inc Sr Unsec 144A 6.375% 03/01/2024 Callable (USD),WhiteFleetII,US74112BAK17,fixed rate bonds,"OKMF86462002,OKMF86502902",-4462.5,4462.5,,cs,,BYN2GC4,,03-01-2020,4_379764194_Advent Geneva,nan,OB,,03-01-2020,nan,interest,,,,,5e5e004a15545824cc5207b2,"Advent Geneva,Credit SuisseOKMF86462002,OKMF86502902USD",0.0,,UMR_One_to_One,1,0,0,0,1,0,0,1,,0.0,4.0,4,,,0,US74112BAK17,1,NA,0,0,interestinterest,WhiteFleetIIWhiteFleetII,4_379764194_Advent Geneva1_379768671_Credit Suisse,100.0,fixed rate bonds,,Non-Trade,Non-Trade,0
3094,2020-03-04,,0,0.0,nan,,1163846276.0,nan,0.0,,EUR,109897.27,NT,RRT13,"2A92WNU SALE 100,000 MTU AERO0.0527 T/D 26 FEB 20 S/D 28 FEB 20",NRRIT_NonUSCVT,DE000A2YPE76,mtu aero engines a 0.05% cnv snr eur,OKMF86492302,109897.27,109897.27,,nt,,BKFHGC9,,03-04-2020,nan,58_379767843_Northern Trust,OB,,03-04-2020,nan,sell,,,,,5e609b9515545817dcd3679d,"Advent Geneva,Northern TrustOKMF86492302EUR",2020-02-28,109897.27,0.0,0.0,nan,,1155981726.0,nan,109897.27,0.0,EUR,,NRRIT NonUS CVT,OKMF86492302,MTU Aero Engines AG CV Sr Unsec Reg S 0.050% 03/18/2027 (EUR),NRRITNonUSCVT,DE000A2YPE76,convertible bond,OKMF86492302,-109897.27,109897.27,,nt,100000.0,BKFHGC9,,02-28-2020,38_379762463_Advent Geneva,nan,OB,,02-26-2020,nan,sell,,,,,5e5cc29e15545824cc20d5cb,"Advent Geneva,Northern TrustOKMF86492302EUR",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,0,,0.0,7.0,5,,,0,DE000A2YPE76,0,DE000A2YPE76,0,1,sellsell,NRRIT_NonUSCVTNRRITNonUSCVT,38_379762463_Advent Geneva58_379767843_Northern Trust,100.0,mtu aero engines a 0.05% cnv snr eurconvertible bond,,Trade,Trade,0
3095,2020-03-02,,0,0.0,nan,,1158757228.0,nan,0.0,,EUR,-590.76,OAKTREE GLOB CONVERT BOND FUND,OA7K,CR_INT,OA7K,nan,,"OKMF86486702,OKMF86487102,OKMF86492602",-590.76,590.76,,ss,0.0,,,03-01-2020,nan,20_379764280_State Street,OB,,03-02-2020,cr_int,int cr,,,,,5e5e0c0015545815101bb363,"Advent Geneva,State StreetOKMF86486702,OKMF86487102,OKMF86492602EUR",2020-03-04,-590.76,0.0,0.0,nan,,1164138768.0,nan,-590.76,0.0,EUR,,Global CBF,OKMF86492602,EURO,OA7K,nan,cash,"OKMF86486702,OKMF86487102,OKMF86492602",590.76,590.76,,ss,0.0,,,03-02-2020,44_379767945_Advent Geneva,nan,OB,,03-02-2020,nan,revenue,,,,,5e60aafa15545817dcd71a5f,"Advent Geneva,State StreetOKMF86486702,OKMF86487102,OKMF86492602EUR",0.0,,UMR_One_to_One,1,1,1,1,1,1,0,1,,0.0,0.0,-1,,,1,NA,1,NA,1,0,int crrevenue,OA7KOA7K,44_379767945_Advent Geneva20_379764280_State Street,100.0,cash,,Non-Trade,Non-Trade,0
3096,2020-03-04,,0,0.0,corp bonds int non-convertible,,1163871772.0,nan,0.0,,USD,825.0,JPM,P 52849,POST HOLDINGS INC CALLABLE NOTES FIXED 5.5% 01/MAR/2025 USD 1000,P52849,US737446AL87,income interest credit,OKMF86474402,825.0,825.0,,jpm,,737446AL8,,03-04-2020,nan,16_379767876_JP Morgan,OB,POST,03-04-2020,nan,interest,,,,,5e609f3b1554582b0077ca02,"Advent Geneva,JP MorganOKMF86474402USD",2020-03-02,825.0,0.0,0.0,nan,,1158406706.0,737446AL8,825.0,0.0,USD,,ACSC,OKMF86474402,Post Holdings Inc Sr Unsec 144A 5.5% 03/01/2025 Callable (USD),P52849,US737446AL87,fixed rate bonds,OKMF86474402,-825.0,825.0,,jpm,,BYNHPW2,,03-01-2020,69_379764169_Advent Geneva,nan,OB,,03-01-2020,nan,interest,,,,,5e5dfe2015545824cc51dd93,"Advent Geneva,JP MorganOKMF86474402USD",0.0,,UMR_One_to_One,0,0,1,0,1,0,0,1,,0.0,3.0,3,corp bonds int non-convertible,,0,US737446AL87,0,US737446AL87,0,1,interestinterest,P52849P52849,69_379764169_Advent Geneva16_379767876_JP Morgan,100.0,income interest creditfixed rate bonds,corp bonds int non-convertible,Non-Trade,Non-Trade,0
3097,2020-03-04,,0,0.0,corp bonds int non-convertible,,1163871786.0,nan,0.0,,USD,-124490.69,JPM,P 52849,FRONTIER COMMUNICATIONS CORP CALLABLE NOTES FIXED 8% 01/APR/2027 USD 1000,P52849,US35906ABC18,receive vs payment,OKMF86474402,-124490.69,124490.69,,jpm,,35906ABC1,,03-04-2020,nan,15_379767876_JP Morgan,OB,FTR,02-28-2020,nan,buy,,,,,5e609f3b1554582b0077ca27,"Advent Geneva,JP MorganOKMF86474402USD",2020-03-03,-124490.69,0.0,0.0,nan,,1161110584.0,35906ABC1,-124490.69,0.0,USD,,ACSC,OKMF86474402,Frontier Communications Corp Sr Sec 144A 8.000% 04/01/2027 Callable (USD),P52849,US35906ABC18,fixed rate bonds,OKMF86474402,124490.69,124490.69,,jpm,115000.0,BJMTK52,,03-03-2020,39_379765988_Advent Geneva,nan,OB,,02-28-2020,nan,buy,,,,,5e5f4b741554581510625296,"Advent Geneva,JP MorganOKMF86474402USD",0.0,,UMR_One_to_One,0,0,1,0,1,1,0,1,,0.0,0.0,1,corp bonds int non-convertible,,0,US35906ABC18,0,US35906ABC18,0,1,buybuy,P52849P52849,39_379765988_Advent Geneva15_379767876_JP Morgan,100.0,receive vs paymentfixed rate bonds,corp bonds int non-convertible,Trade,Trade,0
3098,2020-03-04,,0,0.0,corp bonds int non-convertible,,1163871770.0,nan,0.0,,USD,550.0,JPM,P 09008,POST HOLDINGS INC CALLABLE NOTES FIXED 5.5% 01/MAR/2025 USD 1000,P09008,US737446AL87,income interest credit,OKMF86500302,550.0,550.0,,jpm,,737446AL8,,03-04-2020,nan,9_379767876_JP Morgan,OB,POST,03-04-2020,nan,interest,,,,,5e609f3b1554582b0077c9fd,"Advent Geneva,JP MorganOKMF86500302USD",2020-03-02,550.0,0.0,0.0,nan,,1158406705.0,737446AL8,550.0,0.0,USD,,Auto Club,OKMF86500302,Post Holdings Inc Sr Unsec 144A 5.5% 03/01/2025 Callable (USD),AutoClub,US737446AL87,fixed rate bonds,OKMF86500302,-550.0,550.0,,jpm,,BYNHPW2,,03-01-2020,91_379764169_Advent Geneva,nan,OB,,03-01-2020,nan,interest,,,,,5e5dfe2015545824cc51dd91,"Advent Geneva,JP MorganOKMF86500302USD",0.0,,UMR_One_to_One,0,0,1,0,1,0,0,0,,0.0,3.0,3,corp bonds int non-convertible,,0,US737446AL87,0,US737446AL87,0,1,interestinterest,P09008AutoClub,91_379764169_Advent Geneva9_379767876_JP Morgan,100.0,income interest creditfixed rate bonds,corp bonds int non-convertible,Non-Trade,Non-Trade,0
3099,2020-03-04,,0,0.0,corp bonds int non-convertible,,1163871785.0,nan,0.0,,USD,-508788.06,JPM,P 52851,FRONTIER COMMUNICATIONS CORP CALLABLE NOTES FIXED 8% 01/APR/2027 USD 1000,P52851,US35906ABC18,receive vs payment,OKMF86474602,-508788.06,508788.06,,jpm,,35906ABC1,,03-04-2020,nan,28_379767876_JP Morgan,OB,FTR,02-28-2020,nan,buy,,,,,5e609f3b1554582b0077ca26,"Advent Geneva,JP MorganOKMF86474602USD",2020-03-03,-508788.06,0.0,0.0,nan,,1161110582.0,35906ABC1,-508788.06,0.0,USD,,Auto Club SoCal,OKMF86474602,Frontier Communications Corp Sr Sec 144A 8.000% 04/01/2027 Callable (USD),AutoClubSoCal,US35906ABC18,fixed rate bonds,OKMF86474602,508788.06,508788.06,,jpm,470000.0,BJMTK52,,03-03-2020,52_379765988_Advent Geneva,nan,OB,,02-28-2020,nan,buy,,,,,5e5f4b741554581510625293,"Advent Geneva,JP MorganOKMF86474602USD",0.0,,UMR_One_to_One,0,0,1,0,1,1,0,0,,0.0,0.0,1,corp bonds int non-convertible,,0,US35906ABC18,0,US35906ABC18,0,1,buybuy,P52851AutoClubSoCal,52_379765988_Advent Geneva28_379767876_JP Morgan,100.0,receive vs paymentfixed rate bonds,corp bonds int non-convertible,Trade,Trade,0
3100,2020-03-03,,0,0.0,stif,,1161144563.0,X9USD4456,0.0,,USD,19.08,BNY,527976,BNY MELLON USD LIQ INSTL 792,Arch,X9X9USD44565,dv,OKMF86477602,19.08,19.08,0.0,bny,,9A0EEVI,,03-03-2020,nan,66_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cda2,"Advent Geneva,The Bank of New York MellonOKMF86477602USD",2020-03-04,19.08,0.0,0.0,nan,,1163780291.0,nan,19.08,0.0,USD,,Arch,OKMF86477602,U.S. DOLLARS,Arch,nan,cash,OKMF86477602,-19.08,19.08,,bny,0.0,,,03-03-2020,4_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c8583f7,"Advent Geneva,The Bank of New York MellonOKMF86477602USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,1,,0.0,0.0,0,stif,,1,NA,0,X9X9USD44565,0,0,stif intereststif interest,ArchArch,4_379767787_Advent Geneva66_379766022_The Bank of New York Mellon,100.0,dvcash,stif,Non-Trade,Non-Trade,0
3101,2020-03-03,,0,0.0,stif,,1161144533.0,X9USDDGCM,0.0,,USD,7153.96,BNY,468888,DREYFUS GOVT CM INST 289,468888,X9X9USDDGCM3,dv,USHY_Arch Re,7153.96,7153.96,0.0,bny,,9A0NZKE,,03-03-2020,nan,40_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cd64,"Advent Geneva,The Bank of New York MellonUSHY_Arch ReUSD",2020-03-04,7153.96,0.0,0.0,nan,,1163780280.0,nan,7153.96,0.0,USD,,Arch Re,USHY_Arch Re,U.S. DOLLARS,ArchRe,nan,cash,USHY_Arch Re,-7153.96,7153.96,,bny,0.0,,,03-03-2020,18_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c8583ed,"Advent Geneva,The Bank of New York MellonUSHY_Arch ReUSD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,0,,0.0,0.0,0,stif,,1,NA,0,X9X9USDDGCM3,0,0,stif intereststif interest,468888ArchRe,18_379767787_Advent Geneva40_379766022_The Bank of New York Mellon,100.0,dvcash,stif,Non-Trade,Non-Trade,0
3102,2020-03-03,,0,0.0,stif,,1161144581.0,X9USDFUGO,0.0,,USD,130.38,BNY,695633,DREYFUS GOV SEC CM INST 227,SalvationArmy,X9X9USDFUGO6,dv,"OKMF86461602,OKMF86502602",130.38,130.38,0.0,bny,,9A1CDSR,,03-03-2020,nan,73_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cd91,"Advent Geneva,The Bank of New York MellonOKMF86461602,OKMF86502602USD",2020-03-05,130.38,0.0,0.0,nan,,1166601611.0,nan,130.38,0.0,USD,,Salvation Army,OKMF86461602,U.S. DOLLARS,SalvationArmy,nan,cash,"OKMF86461602,OKMF86502602",-130.38,130.38,,bny,0.0,,,03-03-2020,51_379769794_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e61f1e915545817dcfc2b1d,"Advent Geneva,The Bank of New York MellonOKMF86461602,OKMF86502602USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,1,,0.0,0.0,0,stif,,1,NA,0,X9X9USDFUGO6,0,0,stif intereststif interest,SalvationArmySalvationArmy,51_379769794_Advent Geneva73_379766022_The Bank of New York Mellon,100.0,dvcash,stif,Non-Trade,Non-Trade,0
3103,2020-03-03,,0,0.0,stif,,1161144703.0,X9USDECTI,0.0,,USD,707.02,BNY,943941,COLLECTIVE US GOVT STIF 7 BPS,943941,X9X9USDECTI2,it,"OKMF86460902,OKMF86473802",707.02,707.02,0.0,bny,,9A21VWQ,,03-03-2020,nan,115_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cdca,"Advent Geneva,The Bank of New York MellonOKMF86460902,OKMF86473802USD",2020-03-05,707.02,0.0,0.0,nan,,1166601596.0,nan,707.02,0.0,USD,,San Fran,OKMF86473802,U.S. DOLLARS,SanFran,nan,cash,"OKMF86460902,OKMF86473802",-707.02,707.02,,nt,0.0,,,03-03-2020,58_379769794_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e61f1e915545817dcfc2b27,"Advent Geneva,The Bank of New York MellonOKMF86460902,OKMF86473802USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,0,,0.0,0.0,0,stif,,1,NA,0,X9X9USDECTI2,0,0,stif intereststif interest,943941SanFran,58_379769794_Advent Geneva115_379766022_The Bank of New York Mellon,100.0,itcash,stif,Non-Trade,Non-Trade,0
3104,2020-03-03,,0,0.0,stif,,1161144599.0,X9USDCTIV,0.0,,USD,2233.39,BNY,483526,COLLECTIVE US GOVT STIF 12 BPS,TCDRS_HY,X9X9USDCTIV6,it,OKMF86474702,2233.39,2233.39,0.0,bny,,9A21VYS,,03-03-2020,nan,54_379766022_The Bank of New York Mellon,OB,,03-03-2020,nan,stif interest,,,,,5e5f4f69155458238835cd99,"Advent Geneva,The Bank of New York MellonOKMF86474702USD",2020-03-04,2233.39,0.0,0.0,nan,,1163780283.0,nan,2233.39,0.0,USD,,TCDRS HY,OKMF86474702,U.S. DOLLARS,TCDRSHY,nan,cash,OKMF86474702,-2233.39,2233.39,,bny,0.0,,,03-03-2020,80_379767787_Advent Geneva,nan,OB,usd,03-03-2020,nan,stif interest,,,,,5e60969a155458265c8583e8,"Advent Geneva,The Bank of New York MellonOKMF86474702USD",0.0,,UMR_One_to_One,0,1,0,0,1,1,1,0,,0.0,0.0,0,stif,,1,NA,0,X9X9USDCTIV6,0,0,stif intereststif interest,TCDRS_HYTCDRSHY,80_379767787_Advent Geneva54_379766022_The Bank of New York Mellon,100.0,itcash,stif,Non-Trade,Non-Trade,0
3105,2020-03-04,,0,0.0,nan,,1164138858.0,nan,0.0,,GBP,-458421.74,NATWEST TDS TST SJP INT CRP BD,2G5H,/CUTID/19698602*/BNF/REBALANCING 4/3/2020,2G5H,nan,,OKGF86455202,-458421.74,458421.74,,ss,0.0,,,03-04-2020,nan,52_379767945_State Street,OB,,03-04-2020,internal transfer,internal trans,,,,,5e60aafa15545817dcd71a8a,"Advent Geneva,State StreetOKGF86455202GBP",2020-03-05,-458421.74,0.0,0.0,nan,,1166839746.0,nan,-458421.74,0.0,GBP,,St James Place,OKGF86455202,,2G5H,nan,,OKGF86455202,458421.74,458421.74,,ss,-458421.74,,,03-04-2020,224_379769929_Advent Geneva,nan,OB,,03-04-2020,nan,withdraw,,,,,5e620246155458265cbba21e,"Advent Geneva,State StreetOKGF86455202GBP",0.0,,UMR_One_to_One,1,1,1,1,1,1,1,1,,0.0,0.0,0,,,1,NA,1,NA,1,0,internal transwithdraw,2G5H2G5H,224_379769929_Advent Geneva52_379767945_State Street,100.0,,,Non-Trade,Non-Trade,0
